order_id,customer_id,captain_id,restaurant_id,district,order_time,delivery_time_min,prep_time_min,weather,traffic_level,order_value_sar,status,hour_of_day,day_of_week,is_peak_hour,is_delayed
ORD007158,CUST01259,CAP152,REST048,حطين,2026-01-22 08:56:00,38,6,صافي,متوسط,195.81,delivered,8,Thursday,0,0
ORD007159,CUST01541,CAP115,REST076,النخيل,2026-05-02 19:26:00,52,15,عاصف,متوسط,92.51,delayed,19,Saturday,1,1
ORD007160,CUST03676,CAP012,REST002,الملقا,2025-06-02 10:25:00,44,12,عاصف,خفيف,161.1,delivered,10,Monday,0,0
ORD007161,CUST03065,CAP140,REST074,حطين,2026-04-01 10:01:00,50,31,صافي,كثيف,116.16,delivered,10,Wednesday,0,0
ORD007162,CUST00316,CAP064,REST038,المروج,2025-08-08 13:29:00,54,16,غائم,خفيف,151.57,delayed,13,Friday,1,1
ORD007163,CUST04173,CAP102,REST032,المروج,2025-11-06 13:02:00,53,37,بارد,متوسط,19.14,delayed,13,Thursday,1,1
ORD007164,CUST01274,CAP067,REST055,المروج,2025-11-20 20:17:00,54,30,صافي,متوسط,43.52,delayed,20,Thursday,1,1
ORD007165,CUST03013,CAP124,REST042,الورود,2026-04-02 16:29:00,49,9,غائم,شديد الكثافة,253.39,delivered,16,Thursday,0,0
ORD007166,CUST01792,CAP159,REST072,النخيل,2025-10-08 13:59:00,41,11,غائم,خفيف,291.21,delivered,13,Wednesday,1,0
ORD007167,CUST03834,CAP105,REST055,المروج,2025-11-24 20:22:00,73,35,غائم,متوسط,244.26,delayed,20,Monday,1,1
ORD007168,CUST02163,CAP022,REST074,حطين,2025-08-01 21:52:00,53,32,صافي,كثيف,339.66,delayed,21,Friday,1,1
ORD007169,CUST01505,CAP051,REST029,السليمانية,2025-04-11 19:14:00,49,21,عاصف,كثيف,338.77,delivered,19,Friday,1,0
ORD007170,CUST01343,CAP079,REST047,النخيل,2026-05-21 21:57:00,53,17,بارد,متوسط,185.52,delayed,21,Thursday,1,1
ORD007171,CUST00065,CAP070,REST025,العليا,2025-11-14 21:39:00,62,37,بارد,كثيف,223.79,delayed,21,Friday,1,1
ORD007172,CUST02568,CAP196,REST023,الورود,2025-12-26 12:28:00,29,13,حار جداً,متوسط,19.2,delivered,12,Friday,1,0
ORD007173,CUST03269,CAP009,REST079,المروج,2025-12-06 18:36:00,41,17,صافي,متوسط,170.62,cancelled,18,Saturday,0,0
ORD007174,CUST02851,CAP036,REST047,النخيل,2025-09-19 18:10:00,59,23,حار جداً,خفيف,147.07,delayed,18,Friday,0,1
ORD007175,CUST04549,CAP041,REST046,الورود,2026-04-30 10:03:00,49,32,بارد,خفيف,167.81,delivered,10,Thursday,0,0
ORD007176,CUST02950,CAP157,REST030,العليا,2025-12-05 14:23:00,16,5,بارد,خفيف,43.13,delivered,14,Friday,0,0
ORD007177,CUST04895,CAP038,REST008,النخيل,2026-04-24 15:24:00,28,9,بارد,كثيف,140.95,delivered,15,Friday,0,0
ORD007178,CUST00071,CAP129,REST075,المروج,2025-07-04 21:35:00,62,19,غائم,شديد الكثافة,153.01,delayed,21,Friday,1,1
ORD007179,CUST02968,CAP132,REST004,الياسمين,2026-01-14 23:33:00,60,16,عاصف,كثيف,279.95,delayed,23,Wednesday,0,1
ORD007180,CUST03579,CAP071,REST001,الملقا,2025-05-01 16:27:00,61,33,غائم,خفيف,143.38,delayed,16,Thursday,0,1
ORD007181,CUST02195,CAP165,REST045,النخيل,2026-03-19 22:40:00,48,23,حار جداً,متوسط,33.15,delivered,22,Thursday,0,0
ORD007182,CUST03138,CAP033,REST029,السليمانية,2026-05-16 12:29:00,47,16,بارد,متوسط,79.84,delivered,12,Saturday,1,0
ORD007183,CUST01289,CAP142,REST041,الشهداء,2025-11-14 13:45:00,44,8,صافي,متوسط,209.64,delivered,13,Friday,1,0
ORD007184,CUST00733,CAP042,REST036,الياسمين,2025-11-17 14:22:00,61,33,غائم,خفيف,175.28,delayed,14,Monday,0,1
ORD007185,CUST02933,CAP002,REST043,حطين,2026-02-04 12:15:00,89,36,غائم,شديد الكثافة,43.39,delayed,12,Wednesday,1,1
ORD007186,CUST01815,CAP092,REST059,الملقا,2025-11-17 10:12:00,78,32,عاصف,متوسط,343.09,delayed,10,Monday,0,1
ORD007187,CUST01353,CAP182,REST050,النخيل,2025-11-20 21:17:00,63,28,حار جداً,متوسط,327.57,delayed,21,Thursday,1,1
ORD007188,CUST00857,CAP152,REST022,الملقا,2025-04-13 14:38:00,62,29,حار جداً,خفيف,300.32,cancelled,14,Sunday,0,1
ORD007189,CUST02895,CAP152,REST017,السليمانية,2026-02-06 17:21:00,33,16,بارد,متوسط,209.57,delivered,17,Friday,0,0
ORD007190,CUST01670,CAP165,REST050,النخيل,2025-01-08 23:54:00,43,22,بارد,شديد الكثافة,233.62,delivered,23,Wednesday,0,0
ORD007191,CUST00076,CAP071,REST005,حطين,2025-01-04 13:44:00,54,21,صافي,شديد الكثافة,112.18,delayed,13,Saturday,1,1
ORD007192,CUST00123,CAP012,REST063,حطين,2025-02-08 14:50:00,45,19,بارد,متوسط,121.36,delivered,14,Saturday,0,0
ORD007193,CUST00853,CAP049,REST071,حطين,2025-02-28 20:13:00,35,10,حار جداً,متوسط,252.9,delivered,20,Friday,1,0
ORD007194,CUST01099,CAP068,REST012,النخيل,2025-04-03 16:54:00,65,35,حار جداً,شديد الكثافة,30.12,delayed,16,Thursday,0,1
ORD007195,CUST01263,CAP083,REST004,الياسمين,2026-03-02 11:51:00,39,17,بارد,خفيف,332.81,delivered,11,Monday,0,0
ORD007196,CUST02491,CAP117,REST073,العليا,2026-02-19 10:49:00,50,31,بارد,كثيف,139.3,delivered,10,Thursday,0,0
ORD007197,CUST04785,CAP035,REST021,حطين,2026-04-09 12:27:00,64,30,بارد,كثيف,327.51,delayed,12,Thursday,1,1
ORD007198,CUST01377,CAP158,REST060,النخيل,2025-02-19 15:09:00,38,8,بارد,خفيف,132.44,delivered,15,Wednesday,0,0
ORD007199,CUST00938,CAP142,REST040,حطين,2026-04-08 20:15:00,28,5,غائم,كثيف,302.65,delivered,20,Wednesday,1,0
ORD007200,CUST04012,CAP157,REST076,النخيل,2025-12-10 21:10:00,36,14,صافي,متوسط,103.88,delivered,21,Wednesday,1,0
ORD007201,CUST04341,CAP142,REST080,الملقا,2025-02-14 10:59:00,53,17,صافي,شديد الكثافة,17.58,delayed,10,Friday,0,1
ORD007202,CUST02831,CAP165,REST026,الملقا,2025-03-31 14:06:00,44,14,بارد,كثيف,111.79,delivered,14,Monday,0,0
ORD007203,CUST01266,CAP023,REST044,العليا,2025-03-08 18:56:00,49,9,صافي,شديد الكثافة,124.12,delivered,18,Saturday,0,0
ORD007204,CUST03700,CAP150,REST056,الورود,2026-01-07 20:43:00,52,35,بارد,خفيف,280.17,delayed,20,Wednesday,1,1
ORD007205,CUST03118,CAP030,REST040,حطين,2025-05-01 18:41:00,47,6,حار جداً,خفيف,278.82,delivered,18,Thursday,0,0
ORD007206,CUST00092,CAP156,REST072,النخيل,2025-01-09 13:58:00,48,13,عاصف,كثيف,325.78,cancelled,13,Thursday,1,0
ORD007207,CUST00312,CAP103,REST029,السليمانية,2026-01-09 15:02:00,29,14,صافي,متوسط,330.16,delivered,15,Friday,0,0
ORD007208,CUST00535,CAP089,REST065,السليمانية,2025-01-27 12:35:00,43,20,صافي,متوسط,43.46,delivered,12,Monday,1,0
ORD007209,CUST04407,CAP043,REST053,الملقا,2026-02-07 14:32:00,36,5,غائم,شديد الكثافة,62.17,cancelled,14,Saturday,0,0
ORD007210,CUST01659,CAP030,REST045,النخيل,2026-04-06 20:15:00,54,19,صافي,شديد الكثافة,310.26,delayed,20,Monday,1,1
ORD007211,CUST02924,CAP046,REST047,النخيل,2026-02-08 13:15:00,57,22,صافي,شديد الكثافة,145.89,delayed,13,Sunday,1,1
ORD007212,CUST00018,CAP055,REST027,السليمانية,2025-11-01 09:42:00,55,24,عاصف,كثيف,177.25,delayed,9,Saturday,0,1
ORD007213,CUST04062,CAP011,REST025,العليا,2026-04-08 08:34:00,55,33,صافي,شديد الكثافة,240.12,delayed,8,Wednesday,0,1
ORD007214,CUST02971,CAP179,REST074,حطين,2025-02-13 20:10:00,56,33,غائم,متوسط,249.54,delayed,20,Thursday,1,1
ORD007215,CUST02568,CAP106,REST032,المروج,2025-04-07 11:45:00,65,34,صافي,شديد الكثافة,142.12,delayed,11,Monday,0,1
ORD007216,CUST01438,CAP029,REST065,السليمانية,2025-12-26 16:04:00,45,25,غائم,متوسط,179.3,delivered,16,Friday,0,0
ORD007217,CUST03703,CAP120,REST036,الياسمين,2025-12-06 17:24:00,41,28,بارد,متوسط,119.95,cancelled,17,Saturday,0,0
ORD007218,CUST02642,CAP154,REST068,الملقا,2026-05-09 10:50:00,57,35,غائم,شديد الكثافة,136.97,delayed,10,Saturday,0,1
ORD007219,CUST03310,CAP047,REST005,حطين,2025-08-02 14:42:00,37,25,صافي,خفيف,302.19,delivered,14,Saturday,0,0
ORD007220,CUST01826,CAP069,REST051,النخيل,2025-05-29 19:33:00,70,23,غائم,كثيف,244.0,cancelled,19,Thursday,1,1
ORD007221,CUST00288,CAP007,REST064,حطين,2025-10-10 22:26:00,50,22,صافي,خفيف,332.87,delivered,22,Friday,0,0
ORD007222,CUST00719,CAP084,REST067,حطين,2025-12-13 22:18:00,58,35,غائم,متوسط,32.41,cancelled,22,Saturday,0,1
ORD007223,CUST03295,CAP031,REST042,الورود,2025-05-13 22:26:00,39,13,غائم,شديد الكثافة,173.55,delivered,22,Tuesday,0,0
ORD007224,CUST03011,CAP018,REST026,الملقا,2025-12-05 12:01:00,59,16,غائم,كثيف,55.12,delayed,12,Friday,1,1
ORD007225,CUST04103,CAP003,REST038,المروج,2025-02-14 21:26:00,62,19,عاصف,خفيف,185.22,delayed,21,Friday,1,1
ORD007226,CUST02570,CAP056,REST051,النخيل,2025-12-24 21:44:00,53,25,صافي,كثيف,175.7,delayed,21,Wednesday,1,1
ORD007227,CUST04161,CAP024,REST055,المروج,2025-01-09 17:13:00,78,37,صافي,كثيف,130.35,delayed,17,Thursday,0,1
ORD007228,CUST04375,CAP149,REST020,الملقا,2025-01-02 07:48:00,44,27,صافي,كثيف,103.81,delivered,7,Thursday,0,0
ORD007229,CUST04970,CAP169,REST024,الملقا,2025-05-18 10:23:00,46,31,صافي,متوسط,324.75,delivered,10,Sunday,0,0
ORD007230,CUST01668,CAP147,REST004,الياسمين,2025-06-26 10:42:00,42,14,حار جداً,خفيف,180.21,delivered,10,Thursday,0,0
ORD007231,CUST02069,CAP047,REST006,العليا,2026-02-14 08:05:00,70,35,حار جداً,شديد الكثافة,79.19,cancelled,8,Saturday,0,1
ORD007232,CUST02449,CAP197,REST010,حطين,2026-04-16 23:40:00,45,11,غائم,شديد الكثافة,127.61,delivered,23,Thursday,0,0
ORD007233,CUST02249,CAP139,REST027,السليمانية,2025-12-19 16:53:00,57,23,بارد,متوسط,68.21,delayed,16,Friday,0,1
ORD007234,CUST03890,CAP100,REST072,النخيل,2025-05-01 14:51:00,35,17,بارد,متوسط,334.42,delivered,14,Thursday,0,0
ORD007235,CUST00791,CAP078,REST050,النخيل,2026-03-03 14:37:00,66,23,عاصف,متوسط,232.66,cancelled,14,Tuesday,0,1
ORD007236,CUST01656,CAP176,REST025,العليا,2025-04-12 07:11:00,73,31,عاصف,شديد الكثافة,261.15,cancelled,7,Saturday,0,1
ORD007237,CUST04611,CAP103,REST001,الملقا,2026-03-14 10:35:00,70,33,صافي,كثيف,256.1,cancelled,10,Saturday,0,1
ORD007238,CUST04236,CAP106,REST035,النخيل,2025-02-07 18:20:00,45,17,عاصف,شديد الكثافة,69.69,delivered,18,Friday,0,0
ORD007239,CUST04508,CAP012,REST017,السليمانية,2025-01-26 20:33:00,61,18,حار جداً,كثيف,226.33,delayed,20,Sunday,1,1
ORD007240,CUST04943,CAP085,REST080,الملقا,2025-05-03 09:25:00,33,19,صافي,متوسط,271.97,delivered,9,Saturday,0,0
ORD007241,CUST04716,CAP040,REST029,السليمانية,2025-06-27 14:03:00,45,19,صافي,خفيف,250.18,delivered,14,Friday,0,0
ORD007242,CUST03117,CAP152,REST024,الملقا,2025-07-28 14:04:00,63,31,عاصف,متوسط,126.19,delayed,14,Monday,0,1
ORD007243,CUST04935,CAP122,REST011,حطين,2025-01-11 17:36:00,45,34,غائم,خفيف,219.26,delivered,17,Saturday,0,0
ORD007244,CUST03138,CAP087,REST002,الملقا,2025-11-02 11:07:00,43,13,غائم,متوسط,64.9,delivered,11,Sunday,0,0
ORD007245,CUST01872,CAP030,REST018,النخيل,2026-02-26 20:27:00,63,8,صافي,شديد الكثافة,105.03,delayed,20,Thursday,1,1
ORD007246,CUST00788,CAP154,REST061,النخيل,2026-01-23 20:02:00,56,24,حار جداً,متوسط,145.63,delayed,20,Friday,1,1
ORD007247,CUST03277,CAP091,REST067,حطين,2025-05-01 13:56:00,76,40,بارد,متوسط,56.5,delayed,13,Thursday,1,1
ORD007248,CUST02351,CAP090,REST002,الملقا,2025-03-20 23:07:00,27,16,غائم,خفيف,290.05,delivered,23,Thursday,0,0
ORD007249,CUST00130,CAP160,REST032,المروج,2026-03-28 16:45:00,53,36,حار جداً,متوسط,347.18,delayed,16,Saturday,0,1
ORD007250,CUST00707,CAP195,REST010,حطين,2025-12-24 22:47:00,37,7,حار جداً,متوسط,279.76,delivered,22,Wednesday,0,0
ORD007251,CUST02273,CAP035,REST073,العليا,2025-09-29 15:22:00,51,34,بارد,كثيف,90.07,delayed,15,Monday,0,1
ORD007252,CUST03230,CAP156,REST036,الياسمين,2025-02-05 19:32:00,71,32,صافي,شديد الكثافة,317.75,delayed,19,Wednesday,1,1
ORD007253,CUST01316,CAP083,REST038,المروج,2026-03-03 22:11:00,34,11,بارد,خفيف,243.57,delivered,22,Tuesday,0,0
ORD007254,CUST03966,CAP079,REST073,العليا,2025-04-24 22:40:00,60,30,غائم,كثيف,50.24,delayed,22,Thursday,0,1
ORD007255,CUST03402,CAP063,REST026,الملقا,2025-12-30 08:26:00,27,12,غائم,متوسط,303.59,delivered,8,Tuesday,0,0
ORD007256,CUST02530,CAP058,REST012,النخيل,2025-09-08 09:54:00,51,37,صافي,خفيف,208.46,delayed,9,Monday,0,1
ORD007257,CUST03977,CAP186,REST002,الملقا,2026-04-30 10:07:00,45,12,غائم,شديد الكثافة,177.34,delivered,10,Thursday,0,0
ORD007258,CUST01445,CAP128,REST015,الربوة,2026-04-01 16:07:00,54,12,غائم,شديد الكثافة,270.54,delayed,16,Wednesday,0,1
ORD007259,CUST01268,CAP163,REST012,النخيل,2025-04-24 10:20:00,60,38,غائم,متوسط,202.56,delayed,10,Thursday,0,1
ORD007260,CUST02983,CAP174,REST076,النخيل,2025-03-19 10:44:00,52,14,عاصف,متوسط,102.9,delayed,10,Wednesday,0,1
ORD007261,CUST03729,CAP190,REST037,السليمانية,2025-04-16 15:43:00,55,27,بارد,كثيف,22.34,delayed,15,Wednesday,0,1
ORD007262,CUST01866,CAP028,REST079,المروج,2025-02-15 17:53:00,48,14,حار جداً,شديد الكثافة,31.64,delivered,17,Saturday,0,0
ORD007263,CUST00205,CAP196,REST050,النخيل,2025-03-07 07:33:00,55,23,صافي,خفيف,204.95,delayed,7,Friday,0,1
ORD007264,CUST01550,CAP045,REST022,الملقا,2026-01-18 12:32:00,73,25,عاصف,كثيف,116.84,delayed,12,Sunday,1,1
ORD007265,CUST04474,CAP053,REST047,النخيل,2026-03-09 08:07:00,66,21,صافي,شديد الكثافة,329.13,delayed,8,Monday,0,1
ORD007266,CUST03585,CAP044,REST067,حطين,2025-08-02 10:18:00,74,36,غائم,كثيف,115.63,delayed,10,Saturday,0,1
ORD007267,CUST00414,CAP157,REST017,السليمانية,2025-11-27 23:19:00,40,15,عاصف,خفيف,270.52,delivered,23,Thursday,0,0
ORD007268,CUST02645,CAP060,REST041,الشهداء,2025-06-16 11:09:00,56,13,عاصف,متوسط,292.98,delayed,11,Monday,0,1
ORD007269,CUST03562,CAP046,REST040,حطين,2025-08-05 19:07:00,38,7,غائم,كثيف,298.0,delivered,19,Tuesday,1,0
ORD007270,CUST02161,CAP180,REST022,الملقا,2025-02-09 20:27:00,71,26,حار جداً,متوسط,272.28,delayed,20,Sunday,1,1
ORD007271,CUST03483,CAP104,REST020,الملقا,2025-01-24 12:19:00,50,23,عاصف,متوسط,230.11,delivered,12,Friday,1,0
ORD007272,CUST03573,CAP038,REST036,الياسمين,2025-08-03 21:35:00,69,27,غائم,شديد الكثافة,211.31,delayed,21,Sunday,1,1
ORD007273,CUST03045,CAP183,REST075,المروج,2025-05-14 18:51:00,43,27,غائم,خفيف,270.57,delivered,18,Wednesday,0,0
ORD007274,CUST00465,CAP038,REST046,الورود,2025-11-12 12:32:00,79,32,حار جداً,شديد الكثافة,259.78,delayed,12,Wednesday,1,1
ORD007275,CUST02609,CAP150,REST023,الورود,2025-07-13 12:44:00,32,5,بارد,شديد الكثافة,252.57,cancelled,12,Sunday,1,0
ORD007276,CUST00663,CAP160,REST069,النخيل,2025-05-02 20:19:00,50,19,حار جداً,كثيف,100.27,delivered,20,Friday,1,0
ORD007277,CUST00824,CAP181,REST011,حطين,2025-09-09 20:49:00,63,27,صافي,كثيف,340.67,delayed,20,Tuesday,1,1
ORD007278,CUST02327,CAP152,REST040,حطين,2025-06-16 20:09:00,39,5,حار جداً,متوسط,181.16,delivered,20,Monday,1,0
ORD007279,CUST01293,CAP101,REST069,النخيل,2025-04-23 23:03:00,45,18,صافي,خفيف,23.25,delivered,23,Wednesday,0,0
ORD007280,CUST04019,CAP037,REST044,العليا,2025-10-10 23:04:00,39,5,عاصف,كثيف,61.38,cancelled,23,Friday,0,0
ORD007281,CUST04907,CAP082,REST012,النخيل,2025-08-21 15:40:00,70,31,بارد,شديد الكثافة,178.59,delayed,15,Thursday,0,1
ORD007282,CUST01602,CAP100,REST034,حطين,2026-05-07 11:37:00,52,12,بارد,شديد الكثافة,128.37,delayed,11,Thursday,0,1
ORD007283,CUST04832,CAP022,REST001,الملقا,2026-04-20 08:27:00,62,32,حار جداً,شديد الكثافة,255.53,delayed,8,Monday,0,1
ORD007284,CUST03318,CAP058,REST028,المروج,2025-12-05 11:45:00,51,18,عاصف,متوسط,148.66,delayed,11,Friday,0,1
ORD007285,CUST04460,CAP007,REST028,المروج,2025-04-22 10:21:00,40,17,بارد,متوسط,229.48,delivered,10,Tuesday,0,0
ORD007286,CUST00684,CAP056,REST044,العليا,2025-10-31 09:12:00,47,7,حار جداً,خفيف,120.77,delivered,9,Friday,0,0
ORD007287,CUST04814,CAP199,REST059,الملقا,2025-09-02 21:11:00,61,38,بارد,متوسط,105.61,delayed,21,Tuesday,1,1
ORD007288,CUST02478,CAP091,REST024,الملقا,2026-04-18 23:55:00,63,28,صافي,خفيف,184.33,delayed,23,Saturday,0,1
ORD007289,CUST04313,CAP101,REST063,حطين,2025-01-17 14:32:00,43,17,غائم,شديد الكثافة,284.83,delivered,14,Friday,0,0
ORD007290,CUST04795,CAP039,REST061,النخيل,2025-11-12 20:07:00,52,24,صافي,متوسط,174.25,delayed,20,Wednesday,1,1
ORD007291,CUST02280,CAP185,REST074,حطين,2025-08-18 10:56:00,75,34,بارد,شديد الكثافة,279.91,delayed,10,Monday,0,1
ORD007292,CUST01404,CAP159,REST059,الملقا,2025-03-27 23:56:00,80,34,صافي,شديد الكثافة,283.7,cancelled,23,Thursday,0,1
ORD007293,CUST03998,CAP151,REST080,الملقا,2025-06-13 23:06:00,46,16,عاصف,شديد الكثافة,324.95,delivered,23,Friday,0,0
ORD007294,CUST02279,CAP179,REST070,الياسمين,2025-06-11 12:14:00,63,21,عاصف,كثيف,109.95,delayed,12,Wednesday,1,1
ORD007295,CUST02163,CAP185,REST072,النخيل,2025-10-08 19:30:00,59,19,عاصف,كثيف,210.54,delayed,19,Wednesday,1,1
ORD007296,CUST01610,CAP042,REST038,المروج,2025-04-28 11:44:00,51,18,بارد,متوسط,59.98,delayed,11,Monday,0,1
ORD007297,CUST01245,CAP049,REST045,النخيل,2026-01-25 08:15:00,58,25,حار جداً,خفيف,50.63,delayed,8,Sunday,0,1
ORD007298,CUST03443,CAP050,REST069,النخيل,2025-01-30 07:31:00,52,24,عاصف,متوسط,195.46,delayed,7,Thursday,0,1
ORD007299,CUST00530,CAP021,REST079,المروج,2026-05-06 15:41:00,33,13,صافي,متوسط,76.12,delivered,15,Wednesday,0,0
ORD007300,CUST03528,CAP036,REST078,المروج,2025-05-15 13:24:00,69,30,عاصف,متوسط,320.56,cancelled,13,Thursday,1,1
ORD007301,CUST02733,CAP048,REST055,المروج,2025-03-08 10:36:00,55,33,غائم,خفيف,230.73,delayed,10,Saturday,0,1
ORD007302,CUST04068,CAP085,REST003,النخيل,2025-11-04 20:56:00,52,17,صافي,كثيف,153.53,delayed,20,Tuesday,1,1
ORD007303,CUST01723,CAP035,REST071,حطين,2025-08-02 19:12:00,42,13,حار جداً,كثيف,223.37,delivered,19,Saturday,1,0
ORD007304,CUST04723,CAP168,REST018,النخيل,2025-02-28 09:37:00,37,9,صافي,متوسط,220.54,delivered,9,Friday,0,0
ORD007305,CUST01466,CAP038,REST014,الورود,2025-12-27 18:56:00,69,35,صافي,شديد الكثافة,86.42,delayed,18,Saturday,0,1
ORD007306,CUST00251,CAP157,REST035,النخيل,2025-03-05 09:16:00,50,20,حار جداً,كثيف,134.44,delivered,9,Wednesday,0,0
ORD007307,CUST00639,CAP101,REST015,الربوة,2026-01-22 10:51:00,25,6,بارد,متوسط,235.26,delivered,10,Thursday,0,0
ORD007308,CUST04282,CAP123,REST001,الملقا,2025-08-20 14:04:00,62,33,صافي,كثيف,333.21,delayed,14,Wednesday,0,1
ORD007309,CUST02089,CAP110,REST074,حطين,2025-06-06 19:13:00,73,37,بارد,خفيف,72.97,delayed,19,Friday,1,1
ORD007310,CUST01136,CAP082,REST061,النخيل,2025-07-16 22:36:00,41,17,حار جداً,شديد الكثافة,217.65,delivered,22,Wednesday,0,0
ORD007311,CUST04334,CAP069,REST064,حطين,2026-03-30 17:37:00,53,26,بارد,كثيف,224.35,delayed,17,Monday,0,1
ORD007312,CUST01956,CAP050,REST073,العليا,2025-12-08 16:35:00,66,31,غائم,كثيف,334.9,delayed,16,Monday,0,1
ORD007313,CUST01642,CAP013,REST017,السليمانية,2025-11-07 08:17:00,42,18,حار جداً,خفيف,343.49,delivered,8,Friday,0,0
ORD007314,CUST01803,CAP102,REST019,النخيل,2025-12-19 10:41:00,38,5,بارد,كثيف,70.93,delivered,10,Friday,0,0
ORD007315,CUST01979,CAP157,REST058,الربوة,2025-09-11 11:00:00,25,9,غائم,متوسط,161.34,delivered,11,Thursday,0,0
ORD007316,CUST00538,CAP072,REST050,النخيل,2025-04-11 20:07:00,54,24,عاصف,خفيف,81.97,delayed,20,Friday,1,1
ORD007317,CUST04347,CAP124,REST078,المروج,2026-03-29 12:25:00,65,23,حار جداً,خفيف,250.74,delayed,12,Sunday,1,1
ORD007318,CUST03899,CAP162,REST078,المروج,2025-10-10 14:45:00,43,24,حار جداً,متوسط,111.97,delivered,14,Friday,0,0
ORD007319,CUST02393,CAP030,REST003,النخيل,2026-02-13 08:50:00,29,15,صافي,خفيف,74.08,delivered,8,Friday,0,0
ORD007320,CUST00671,CAP171,REST069,النخيل,2026-02-22 20:58:00,38,21,حار جداً,خفيف,275.51,delivered,20,Sunday,1,0
ORD007321,CUST03839,CAP124,REST068,الملقا,2025-09-10 18:03:00,59,28,صافي,شديد الكثافة,158.29,delayed,18,Wednesday,0,1
ORD007322,CUST02920,CAP099,REST011,حطين,2025-11-15 09:01:00,63,29,بارد,متوسط,299.19,delayed,9,Saturday,0,1
ORD007323,CUST02235,CAP010,REST012,النخيل,2025-04-08 12:56:00,78,34,صافي,خفيف,160.2,delayed,12,Tuesday,1,1
ORD007324,CUST01985,CAP136,REST037,السليمانية,2025-02-24 11:05:00,64,23,عاصف,كثيف,114.56,delayed,11,Monday,0,1
ORD007325,CUST00969,CAP164,REST038,المروج,2025-09-01 16:27:00,36,18,عاصف,خفيف,50.1,delivered,16,Monday,0,0
ORD007326,CUST01848,CAP132,REST016,الورود,2025-01-01 18:13:00,50,19,صافي,متوسط,60.48,delivered,18,Wednesday,0,0
ORD007327,CUST03966,CAP082,REST035,النخيل,2025-06-05 21:01:00,50,18,حار جداً,شديد الكثافة,325.04,delivered,21,Thursday,1,0
ORD007328,CUST03629,CAP088,REST060,النخيل,2025-12-23 09:10:00,63,14,عاصف,شديد الكثافة,140.08,cancelled,9,Tuesday,0,1
ORD007329,CUST03071,CAP046,REST043,حطين,2026-04-30 10:37:00,79,33,حار جداً,كثيف,22.76,delayed,10,Thursday,0,1
ORD007330,CUST00710,CAP178,REST006,العليا,2025-11-06 08:50:00,66,30,بارد,كثيف,192.75,delayed,8,Thursday,0,1
ORD007331,CUST00231,CAP132,REST036,الياسمين,2025-01-09 17:09:00,65,26,عاصف,شديد الكثافة,195.23,cancelled,17,Thursday,0,1
ORD007332,CUST04139,CAP073,REST042,الورود,2025-05-30 11:28:00,38,7,عاصف,كثيف,333.34,delivered,11,Friday,0,0
ORD007333,CUST03361,CAP077,REST015,الربوة,2025-06-23 20:27:00,31,10,صافي,خفيف,302.21,delivered,20,Monday,1,0
ORD007334,CUST02617,CAP199,REST054,الملقا,2025-09-25 08:38:00,46,25,صافي,شديد الكثافة,308.91,delivered,8,Thursday,0,0
ORD007335,CUST01886,CAP115,REST003,النخيل,2025-04-17 16:55:00,40,23,غائم,خفيف,196.86,delivered,16,Thursday,0,0
ORD007336,CUST00819,CAP073,REST046,الورود,2025-10-03 15:47:00,70,31,غائم,متوسط,92.03,delayed,15,Friday,0,1
ORD007337,CUST03167,CAP081,REST028,المروج,2026-02-26 07:21:00,45,20,بارد,خفيف,199.73,delivered,7,Thursday,0,0
ORD007338,CUST04620,CAP103,REST076,النخيل,2025-10-20 13:33:00,46,14,بارد,خفيف,257.14,delivered,13,Monday,1,0
ORD007339,CUST01702,CAP109,REST029,السليمانية,2025-09-27 21:12:00,57,19,حار جداً,خفيف,35.12,delayed,21,Saturday,1,1
ORD007340,CUST01434,CAP179,REST077,العليا,2025-12-14 20:17:00,48,17,صافي,كثيف,159.61,delivered,20,Sunday,1,0
ORD007341,CUST03056,CAP123,REST057,المروج,2025-12-18 20:23:00,52,27,حار جداً,خفيف,84.56,delayed,20,Thursday,1,1
ORD007342,CUST04876,CAP080,REST039,السليمانية,2026-03-12 14:55:00,49,9,حار جداً,شديد الكثافة,266.81,delivered,14,Thursday,0,0
ORD007343,CUST04210,CAP099,REST060,النخيل,2026-03-06 13:47:00,53,8,بارد,شديد الكثافة,96.82,delayed,13,Friday,1,1
ORD007344,CUST03097,CAP001,REST076,النخيل,2025-06-24 23:14:00,43,14,صافي,شديد الكثافة,161.58,delivered,23,Tuesday,0,0
ORD007345,CUST02410,CAP169,REST024,الملقا,2025-10-16 19:13:00,68,33,عاصف,كثيف,53.17,delayed,19,Thursday,1,1
ORD007346,CUST01279,CAP058,REST027,السليمانية,2025-02-27 14:25:00,54,23,بارد,متوسط,275.0,delayed,14,Thursday,0,1
ORD007347,CUST01134,CAP014,REST021,حطين,2025-01-06 08:00:00,55,31,بارد,شديد الكثافة,172.32,delayed,8,Monday,0,1
ORD007348,CUST00431,CAP168,REST022,الملقا,2025-10-17 21:28:00,50,32,بارد,متوسط,176.33,delivered,21,Friday,1,0
ORD007349,CUST00765,CAP023,REST026,الملقا,2025-07-13 12:24:00,38,18,بارد,متوسط,60.69,delivered,12,Sunday,1,0
